,iid,id,partner,pid,match,field_cd,field_pcd
1088,80,5.0,9,102.0,1,Natural Science/Medical,0
1089,80,5.0,10,103.0,0,Natural Science/Medical,0
1090,80,5.0,11,104.0,0,Natural Science/Medical,0
1091,80,5.0,12,105.0,1,Natural Science/Medical,0
1092,80,5.0,13,106.0,0,Natural Science/Medical,0
1093,80,5.0,14,107.0,0,Natural Science/Medical,0
1094,80,5.0,15,108.0,0,Natural Science/Medical,0
1095,80,5.0,16,109.0,1,Natural Science/Medical,0
1096,80,5.0,17,110.0,0,Natural Science/Medical,0
1097,80,5.0,18,111.0,0,Natural Science/Medical,0
1152,84,9.0,1,94.0,0,Natural Science/Medical,0
1153,84,9.0,2,95.0,0,Natural Science/Medical,0
1154,84,9.0,3,96.0,0,Natural Science/Medical,0
1155,84,9.0,4,97.0,0,Natural Science/Medical,0
1156,84,9.0,5,98.0,0,Natural Science/Medical,0
1157,84,9.0,6,99.0,0,Natural Science/Medical,0
1158,84,9.0,7,100.0,0,Natural Science/Medical,0
1159,84,9.0,8,101.0,0,Natural Science/Medical,0
1160,84,9.0,9,102.0,0,Natural Science/Medical,0
1161,84,9.0,10,103.0,0,Natural Science/Medical,0
1162,84,9.0,11,104.0,0,Natural Science/Medical,0
1163,84,9.0,12,105.0,1,Natural Science/Medical,0
1164,84,9.0,13,106.0,0,Natural Science/Medical,0
1165,84,9.0,14,107.0,0,Natural Science/Medical,0
1166,84,9.0,15,108.0,1,Natural Science/Medical,0
1167,84,9.0,16,109.0,0,Natural Science/Medical,0
1168,84,9.0,17,110.0,0,Natural Science/Medical,0
1169,84,9.0,18,111.0,0,Natural Science/Medical,0
1260,90,15.0,1,94.0,0,Natural Science/Medical,0
1261,90,15.0,2,95.0,0,Natural Science/Medical,0
1262,90,15.0,3,96.0,0,Natural Science/Medical,0
1263,90,15.0,4,97.0,0,Natural Science/Medical,0
1264,90,15.0,5,98.0,0,Natural Science/Medical,0
1265,90,15.0,6,99.0,0,Natural Science/Medical,0
1266,90,15.0,7,100.0,0,Natural Science/Medical,0
1267,90,15.0,8,101.0,0,Natural Science/Medical,0
1268,90,15.0,9,102.0,0,Natural Science/Medical,0
1269,90,15.0,10,103.0,0,Natural Science/Medical,0
1270,90,15.0,11,104.0,0,Natural Science/Medical,0
1271,90,15.0,12,105.0,0,Natural Science/Medical,0
1272,90,15.0,13,106.0,0,Natural Science/Medical,0
1273,90,15.0,14,107.0,0,Natural Science/Medical,0
1274,90,15.0,15,108.0,0,Natural Science/Medical,0
1275,90,15.0,16,109.0,1,Natural Science/Medical,0
1276,90,15.0,17,110.0,0,Natural Science/Medical,0
1277,90,15.0,18,111.0,0,Natural Science/Medical,0
1386,97,4.0,1,76.0,0,Natural Science/Medical,0
1387,97,4.0,2,77.0,1,Natural Science/Medical,0
1388,97,4.0,3,78.0,0,Natural Science/Medical,0
1389,97,4.0,4,79.0,0,Natural Science/Medical,0
1390,97,4.0,5,80.0,0,Natural Science/Medical,0
1391,97,4.0,6,81.0,0,Natural Science/Medical,0
1392,97,4.0,7,82.0,0,Natural Science/Medical,0
1393,97,4.0,8,83.0,0,Natural Science/Medical,0
1394,97,4.0,9,84.0,0,Natural Science/Medical,0
1395,97,4.0,10,85.0,0,Natural Science/Medical,0
1396,97,4.0,11,86.0,1,Natural Science/Medical,0
1397,97,4.0,12,87.0,0,Natural Science/Medical,0
1398,97,4.0,13,88.0,0,Natural Science/Medical,0
1399,97,4.0,14,89.0,0,Natural Science/Medical,0
1400,97,4.0,15,90.0,0,Natural Science/Medical,0
1401,97,4.0,16,91.0,1,Natural Science/Medical,0
1402,97,4.0,17,92.0,1,Natural Science/Medical,0
1403,97,4.0,18,93.0,1,Natural Science/Medical,0
1476,102,9.0,1,76.0,0,Natural Science/Medical,0
1477,102,9.0,2,77.0,0,Natural Science/Medical,0
1478,102,9.0,3,78.0,0,Natural Science/Medical,0
1479,102,9.0,4,79.0,0,Natural Science/Medical,0
1480,102,9.0,5,80.0,1,Natural Science/Medical,0
1481,102,9.0,6,81.0,0,Natural Science/Medical,0
1482,102,9.0,7,82.0,0,Natural Science/Medical,0
1483,102,9.0,8,83.0,0,Natural Science/Medical,0
1484,102,9.0,9,84.0,0,Natural Science/Medical,0
1485,102,9.0,10,85.0,0,Natural Science/Medical,0
1486,102,9.0,11,86.0,0,Natural Science/Medical,0
1487,102,9.0,12,87.0,0,Natural Science/Medical,0
1488,102,9.0,13,88.0,0,Natural Science/Medical,0
1489,102,9.0,14,89.0,0,Natural Science/Medical,0
1490,102,9.0,15,90.0,0,Natural Science/Medical,0
1491,102,9.0,16,91.0,0,Natural Science/Medical,0
1492,102,9.0,17,92.0,0,Natural Science/Medical,0
1493,102,9.0,18,93.0,0,Natural Science/Medical,0
1512,104,11.0,1,76.0,0,Natural Science/Medical,0
1513,104,11.0,2,77.0,0,Natural Science/Medical,0
1514,104,11.0,3,78.0,0,Natural Science/Medical,0
1515,104,11.0,4,79.0,1,Natural Science/Medical,0
1516,104,11.0,5,80.0,0,Natural Science/Medical,0
1517,104,11.0,6,81.0,1,Natural Science/Medical,0
1518,104,11.0,7,82.0,0,Natural Science/Medical,0
1519,104,11.0,8,83.0,0,Natural Science/Medical,0
1520,104,11.0,9,84.0,0,Natural Science/Medical,0
1521,104,11.0,10,85.0,0,Natural Science/Medical,0
1522,104,11.0,11,86.0,1,Natural Science/Medical,0
1523,104,11.0,12,87.0,0,Natural Science/Medical,0
1524,104,11.0,13,88.0,0,Natural Science/Medical,0
1525,104,11.0,14,89.0,1,Natural Science/Medical,0
1526,104,11.0,15,90.0,0,Natural Science/Medical,0
1527,104,11.0,16,91.0,0,Natural Science/Medical,0
1528,104,11.0,17,92.0,0,Natural Science/Medical,0
1529,104,11.0,18,93.0,1,Natural Science/Medical,0
1776,125,4.0,1,112.0,1,Natural Science/Medical,0
1777,125,4.0,2,113.0,1,Natural Science/Medical,0
1778,125,4.0,3,114.0,0,Natural Science/Medical,0
1779,125,4.0,4,115.0,1,Natural Science/Medical,0
1780,125,4.0,5,116.0,1,Natural Science/Medical,0
1781,125,4.0,6,117.0,1,Natural Science/Medical,0
1782,125,4.0,10,119.0,1,Natural Science/Medical,0
1783,125,4.0,11,120.0,1,Natural Science/Medical,0
1784,125,4.0,12,121.0,0,Natural Science/Medical,0
1785,125,4.0,7,,0,Natural Science/Medical,0
1856,134,3.0,1,137.0,1,Natural Science/Medical,0
1857,134,3.0,2,138.0,0,Natural Science/Medical,0
1858,134,3.0,4,139.0,0,Natural Science/Medical,0
1859,134,3.0,6,140.0,0,Natural Science/Medical,0
1860,134,3.0,10,141.0,0,Natural Science/Medical,0
1928,144,3.0,1,158.0,0,Natural Science/Medical,0
1929,144,3.0,2,159.0,0,Natural Science/Medical,0
1930,144,3.0,3,160.0,0,Natural Science/Medical,0
1931,144,3.0,4,161.0,0,Natural Science/Medical,0
1932,144,3.0,5,162.0,1,Natural Science/Medical,0
1933,144,3.0,6,163.0,0,Natural Science/Medical,0
1934,144,3.0,7,164.0,0,Natural Science/Medical,0
1935,144,3.0,8,165.0,0,Natural Science/Medical,0
1936,144,3.0,9,166.0,0,Natural Science/Medical,0
1937,144,3.0,10,167.0,0,Natural Science/Medical,0
1938,144,3.0,11,168.0,0,Natural Science/Medical,0
1939,144,3.0,12,169.0,0,Natural Science/Medical,0
1940,144,3.0,13,170.0,0,Natural Science/Medical,0
1941,144,3.0,14,171.0,0,Natural Science/Medical,0
1942,144,3.0,15,172.0,0,Natural Science/Medical,0
1943,144,3.0,16,173.0,0,Natural Science/Medical,0
1944,145,4.0,1,158.0,0,Natural Science/Medical,0
1945,145,4.0,2,159.0,0,Natural Science/Medical,0
1946,145,4.0,3,160.0,0,Natural Science/Medical,0
1947,145,4.0,4,161.0,0,Natural Science/Medical,0
1948,145,4.0,5,162.0,0,Natural Science/Medical,0
1949,145,4.0,6,163.0,0,Natural Science/Medical,0
1950,145,4.0,7,164.0,0,Natural Science/Medical,0
1951,145,4.0,8,165.0,0,Natural Science/Medical,0
1952,145,4.0,9,166.0,0,Natural Science/Medical,0
1953,145,4.0,10,167.0,0,Natural Science/Medical,0
1954,145,4.0,11,168.0,0,Natural Science/Medical,0
1955,145,4.0,12,169.0,0,Natural Science/Medical,0
1956,145,4.0,13,170.0,0,Natural Science/Medical,0
1957,145,4.0,14,171.0,0,Natural Science/Medical,0
1958,145,4.0,15,172.0,0,Natural Science/Medical,0
1959,145,4.0,16,173.0,0,Natural Science/Medical,0
2152,158,1.0,1,142.0,0,Natural Science/Medical,0
2153,158,1.0,2,143.0,0,Natural Science/Medical,0
2154,158,1.0,3,144.0,0,Natural Science/Medical,0
2155,158,1.0,4,145.0,0,Natural Science/Medical,0
2156,158,1.0,5,146.0,0,Natural Science/Medical,0
2157,158,1.0,6,147.0,0,Natural Science/Medical,0
2158,158,1.0,7,148.0,0,Natural Science/Medical,0
2159,158,1.0,8,149.0,0,Natural Science/Medical,0
2160,158,1.0,9,150.0,0,Natural Science/Medical,0
2161,158,1.0,10,151.0,0,Natural Science/Medical,0
2162,158,1.0,11,152.0,0,Natural Science/Medical,0
2163,158,1.0,12,153.0,0,Natural Science/Medical,0
2164,158,1.0,13,154.0,0,Natural Science/Medical,0
2165,158,1.0,14,155.0,0,Natural Science/Medical,0
2166,158,1.0,15,156.0,0,Natural Science/Medical,0
2167,158,1.0,16,157.0,0,Natural Science/Medical,0
2168,159,2.0,1,142.0,1,Natural Science/Medical,0
2169,159,2.0,2,143.0,0,Natural Science/Medical,0
2170,159,2.0,3,144.0,0,Natural Science/Medical,0
2171,159,2.0,4,145.0,0,Natural Science/Medical,0
2172,159,2.0,5,146.0,0,Natural Science/Medical,0
2173,159,2.0,6,147.0,0,Natural Science/Medical,0
2174,159,2.0,7,148.0,0,Natural Science/Medical,0
2175,159,2.0,8,149.0,0,Natural Science/Medical,0
2176,159,2.0,9,150.0,0,Natural Science/Medical,0
2177,159,2.0,10,151.0,0,Natural Science/Medical,0
2178,159,2.0,11,152.0,0,Natural Science/Medical,0
2179,159,2.0,12,153.0,1,Natural Science/Medical,0
2180,159,2.0,13,154.0,0,Natural Science/Medical,0
2181,159,2.0,14,155.0,0,Natural Science/Medical,0
2182,159,2.0,15,156.0,0,Natural Science/Medical,0
2183,159,2.0,16,157.0,0,Natural Science/Medical,0
2200,161,4.0,1,142.0,0,Natural Science/Medical,0
2201,161,4.0,2,143.0,0,Natural Science/Medical,0
2202,161,4.0,3,144.0,0,Natural Science/Medical,0
2203,161,4.0,4,145.0,0,Natural Science/Medical,0
2204,161,4.0,5,146.0,0,Natural Science/Medical,0
2205,161,4.0,6,147.0,0,Natural Science/Medical,0
2206,161,4.0,7,148.0,0,Natural Science/Medical,0
2207,161,4.0,8,149.0,0,Natural Science/Medical,0
2208,161,4.0,9,150.0,0,Natural Science/Medical,0
2209,161,4.0,10,151.0,0,Natural Science/Medical,0
2210,161,4.0,11,152.0,0,Natural Science/Medical,0
2211,161,4.0,12,153.0,0,Natural Science/Medical,0
2212,161,4.0,13,154.0,1,Natural Science/Medical,0
2213,161,4.0,14,155.0,1,Natural Science/Medical,0
2214,161,4.0,15,156.0,0,Natural Science/Medical,0
2215,161,4.0,16,157.0,0,Natural Science/Medical,0
2216,162,5.0,1,142.0,0,Natural Science/Medical,0
2217,162,5.0,2,143.0,0,Natural Science/Medical,0
2218,162,5.0,3,144.0,1,Natural Science/Medical,0
2219,162,5.0,4,145.0,0,Natural Science/Medical,0
2220,162,5.0,5,146.0,0,Natural Science/Medical,0
2221,162,5.0,6,147.0,0,Natural Science/Medical,0
2222,162,5.0,7,148.0,0,Natural Science/Medical,0
2223,162,5.0,8,149.0,0,Natural Science/Medical,0
2224,162,5.0,9,150.0,0,Natural Science/Medical,0
2225,162,5.0,10,151.0,1,Natural Science/Medical,0
2226,162,5.0,11,152.0,0,Natural Science/Medical,0
2227,162,5.0,12,153.0,0,Natural Science/Medical,0
2228,162,5.0,13,154.0,0,Natural Science/Medical,0
2229,162,5.0,14,155.0,0,Natural Science/Medical,0
2230,162,5.0,15,156.0,0,Natural Science/Medical,0
2231,162,5.0,16,157.0,0,Natural Science/Medical,0
2296,167,10.0,1,142.0,1,Natural Science/Medical,0
2297,167,10.0,2,143.0,0,Natural Science/Medical,0
2298,167,10.0,3,144.0,0,Natural Science/Medical,0
2299,167,10.0,4,145.0,0,Natural Science/Medical,0
2300,167,10.0,5,146.0,0,Natural Science/Medical,0
2301,167,10.0,6,147.0,0,Natural Science/Medical,0
2302,167,10.0,7,148.0,0,Natural Science/Medical,0
2303,167,10.0,8,149.0,0,Natural Science/Medical,0
2304,167,10.0,9,150.0,1,Natural Science/Medical,0
2305,167,10.0,10,151.0,0,Natural Science/Medical,0
2306,167,10.0,11,152.0,1,Natural Science/Medical,0
2307,167,10.0,12,153.0,0,Natural Science/Medical,0
2308,167,10.0,13,154.0,0,Natural Science/Medical,0
2309,167,10.0,14,155.0,0,Natural Science/Medical,0
2310,167,10.0,15,156.0,0,Natural Science/Medical,0
2311,167,10.0,16,157.0,0,Natural Science/Medical,0
2312,168,11.0,1,142.0,1,Natural Science/Medical,0
2313,168,11.0,2,143.0,0,Natural Science/Medical,0
2314,168,11.0,3,144.0,0,Natural Science/Medical,0
2315,168,11.0,4,145.0,0,Natural Science/Medical,0
2316,168,11.0,5,146.0,0,Natural Science/Medical,0
2317,168,11.0,6,147.0,0,Natural Science/Medical,0
2318,168,11.0,7,148.0,0,Natural Science/Medical,0
2319,168,11.0,8,149.0,0,Natural Science/Medical,0
2320,168,11.0,9,150.0,0,Natural Science/Medical,0
2321,168,11.0,10,151.0,0,Natural Science/Medical,0
2322,168,11.0,11,152.0,0,Natural Science/Medical,0
2323,168,11.0,12,153.0,0,Natural Science/Medical,0
2324,168,11.0,13,154.0,0,Natural Science/Medical,0
2325,168,11.0,14,155.0,0,Natural Science/Medical,0
2326,168,11.0,15,156.0,0,Natural Science/Medical,0
2327,168,11.0,16,157.0,0,Natural Science/Medical,0
2328,169,12.0,1,142.0,1,Natural Science/Medical,0
2329,169,12.0,2,143.0,0,Natural Science/Medical,0
2330,169,12.0,3,144.0,0,Natural Science/Medical,0
2331,169,12.0,4,145.0,0,Natural Science/Medical,0
2332,169,12.0,5,146.0,0,Natural Science/Medical,0
2333,169,12.0,6,147.0,1,Natural Science/Medical,0
2334,169,12.0,7,148.0,1,Natural Science/Medical,0
2335,169,12.0,8,149.0,0,Natural Science/Medical,0
2336,169,12.0,9,150.0,0,Natural Science/Medical,0
2337,169,12.0,10,151.0,0,Natural Science/Medical,0
2338,169,12.0,11,152.0,0,Natural Science/Medical,0
2339,169,12.0,12,153.0,0,Natural Science/Medical,0
2340,169,12.0,13,154.0,1,Natural Science/Medical,0
2341,169,12.0,14,155.0,0,Natural Science/Medical,0
2342,169,12.0,15,156.0,0,Natural Science/Medical,0
2343,169,12.0,16,157.0,1,Natural Science/Medical,0
2344,170,13.0,1,142.0,0,Natural Science/Medical,0
2345,170,13.0,2,143.0,0,Natural Science/Medical,0
2346,170,13.0,3,144.0,0,Natural Science/Medical,0
2347,170,13.0,4,145.0,0,Natural Science/Medical,0
2348,170,13.0,5,146.0,0,Natural Science/Medical,0
2349,170,13.0,6,147.0,0,Natural Science/Medical,0
2350,170,13.0,7,148.0,0,Natural Science/Medical,0
2351,170,13.0,8,149.0,0,Natural Science/Medical,0
2352,170,13.0,9,150.0,0,Natural Science/Medical,0
2353,170,13.0,10,151.0,0,Natural Science/Medical,0
2354,170,13.0,11,152.0,0,Natural Science/Medical,0
2355,170,13.0,12,153.0,0,Natural Science/Medical,0
2356,170,13.0,13,154.0,0,Natural Science/Medical,0
2357,170,13.0,14,155.0,0,Natural Science/Medical,0
2358,170,13.0,15,156.0,0,Natural Science/Medical,0
2359,170,13.0,16,157.0,0,Natural Science/Medical,0
2392,173,16.0,1,142.0,1,Natural Science/Medical,0
2393,173,16.0,2,143.0,0,Natural Science/Medical,0
2394,173,16.0,3,144.0,0,Natural Science/Medical,0
2395,173,16.0,4,145.0,0,Natural Science/Medical,0
2396,173,16.0,5,146.0,0,Natural Science/Medical,0
2397,173,16.0,6,147.0,0,Natural Science/Medical,0
2398,173,16.0,7,148.0,0,Natural Science/Medical,0
2399,173,16.0,8,149.0,1,Natural Science/Medical,0
2400,173,16.0,9,150.0,0,Natural Science/Medical,0
2401,173,16.0,10,151.0,1,Natural Science/Medical,0
2402,173,16.0,11,152.0,0,Natural Science/Medical,0
2403,173,16.0,12,153.0,0,Natural Science/Medical,0
2404,173,16.0,13,154.0,1,Natural Science/Medical,0
2405,173,16.0,14,155.0,0,Natural Science/Medical,0
2406,173,16.0,15,156.0,1,Natural Science/Medical,0
2407,173,16.0,16,157.0,0,Natural Science/Medical,0
2478,181,8.0,1,184.0,0,Natural Science/Medical,0
2479,181,8.0,2,185.0,1,Natural Science/Medical,0
2480,181,8.0,3,186.0,1,Natural Science/Medical,0
2481,181,8.0,4,187.0,0,Natural Science/Medical,0
2482,181,8.0,5,188.0,0,Natural Science/Medical,0
2483,181,8.0,6,189.0,0,Natural Science/Medical,0
2484,181,8.0,7,190.0,1,Natural Science/Medical,0
2485,181,8.0,8,191.0,1,Natural Science/Medical,0
2486,181,8.0,9,192.0,0,Natural Science/Medical,0
2487,181,8.0,10,193.0,1,Natural Science/Medical,0
2488,182,9.0,1,184.0,0,Natural Science/Medical,0
2489,182,9.0,2,185.0,0,Natural Science/Medical,0
2490,182,9.0,3,186.0,0,Natural Science/Medical,0
2491,182,9.0,4,187.0,0,Natural Science/Medical,0
2492,182,9.0,5,188.0,0,Natural Science/Medical,0
2493,182,9.0,6,189.0,0,Natural Science/Medical,0
2494,182,9.0,7,190.0,0,Natural Science/Medical,0
2495,182,9.0,8,191.0,0,Natural Science/Medical,0
2496,182,9.0,9,192.0,0,Natural Science/Medical,0
2497,182,9.0,10,193.0,0,Natural Science/Medical,0
2518,185,2.0,1,174.0,0,Natural Science/Medical,0
2519,185,2.0,2,175.0,0,Natural Science/Medical,0
2520,185,2.0,3,176.0,0,Natural Science/Medical,0
2521,185,2.0,4,177.0,0,Natural Science/Medical,0
2522,185,2.0,5,178.0,0,Natural Science/Medical,0
2523,185,2.0,6,179.0,0,Natural Science/Medical,0
2524,185,2.0,7,180.0,0,Natural Science/Medical,0
2525,185,2.0,8,181.0,1,Natural Science/Medical,0
2526,185,2.0,9,182.0,0,Natural Science/Medical,0
2527,185,2.0,10,183.0,0,Natural Science/Medical,0
2628,195,2.0,1,214.0,0,Natural Science/Medical,0
2629,195,2.0,2,215.0,1,Natural Science/Medical,0
2630,195,2.0,3,216.0,0,Natural Science/Medical,0
2631,195,2.0,4,217.0,1,Natural Science/Medical,0
2632,195,2.0,5,218.0,0,Natural Science/Medical,0
2633,195,2.0,6,219.0,0,Natural Science/Medical,0
2634,195,2.0,7,220.0,0,Natural Science/Medical,0
2635,195,2.0,8,221.0,0,Natural Science/Medical,0
2636,195,2.0,9,222.0,0,Natural Science/Medical,0
2637,195,2.0,10,223.0,0,Natural Science/Medical,0
2638,195,2.0,11,224.0,0,Natural Science/Medical,0
2639,195,2.0,12,225.0,1,Natural Science/Medical,0
2640,195,2.0,13,226.0,0,Natural Science/Medical,0
2641,195,2.0,14,227.0,0,Natural Science/Medical,0
2642,195,2.0,15,228.0,0,Natural Science/Medical,0
2643,195,2.0,16,229.0,1,Natural Science/Medical,0
2644,195,2.0,17,230.0,0,Natural Science/Medical,0
2645,195,2.0,18,231.0,0,Natural Science/Medical,0
2646,195,2.0,19,232.0,0,Natural Science/Medical,0
2647,195,2.0,20,233.0,1,Natural Science/Medical,0
2768,202,9.0,1,214.0,0,Natural Science/Medical,0
2769,202,9.0,2,215.0,0,Natural Science/Medical,0
2770,202,9.0,3,216.0,0,Natural Science/Medical,0
2771,202,9.0,4,217.0,1,Natural Science/Medical,0
2772,202,9.0,5,218.0,0,Natural Science/Medical,0
2773,202,9.0,6,219.0,0,Natural Science/Medical,0
2774,202,9.0,7,220.0,0,Natural Science/Medical,0
2775,202,9.0,8,221.0,0,Natural Science/Medical,0
2776,202,9.0,9,222.0,0,Natural Science/Medical,0
2777,202,9.0,10,223.0,0,Natural Science/Medical,0
2778,202,9.0,11,224.0,0,Natural Science/Medical,0
2779,202,9.0,12,225.0,0,Natural Science/Medical,0
2780,202,9.0,13,226.0,0,Natural Science/Medical,0
2781,202,9.0,14,227.0,0,Natural Science/Medical,0
2782,202,9.0,15,228.0,0,Natural Science/Medical,0
2783,202,9.0,16,229.0,0,Natural Science/Medical,0
2784,202,9.0,17,230.0,0,Natural Science/Medical,0
2785,202,9.0,18,231.0,0,Natural Science/Medical,0
2786,202,9.0,19,232.0,0,Natural Science/Medical,0
2787,202,9.0,20,233.0,1,Natural Science/Medical,0
2788,203,10.0,1,214.0,0,Natural Science/Medical,0
2789,203,10.0,2,215.0,0,Natural Science/Medical,0
2790,203,10.0,3,216.0,0,Natural Science/Medical,0
2791,203,10.0,4,217.0,0,Natural Science/Medical,0
2792,203,10.0,5,218.0,0,Natural Science/Medical,0
2793,203,10.0,6,219.0,0,Natural Science/Medical,0
2794,203,10.0,7,220.0,0,Natural Science/Medical,0
2795,203,10.0,8,221.0,0,Natural Science/Medical,0
2796,203,10.0,9,222.0,0,Natural Science/Medical,0
2797,203,10.0,10,223.0,0,Natural Science/Medical,0
2798,203,10.0,11,224.0,0,Natural Science/Medical,0
2799,203,10.0,12,225.0,0,Natural Science/Medical,0
2800,203,10.0,13,226.0,0,Natural Science/Medical,0
2801,203,10.0,14,227.0,0,Natural Science/Medical,0
2802,203,10.0,15,228.0,0,Natural Science/Medical,0
2803,203,10.0,16,229.0,0,Natural Science/Medical,0
2804,203,10.0,17,230.0,0,Natural Science/Medical,0
2805,203,10.0,18,231.0,0,Natural Science/Medical,0
2806,203,10.0,19,232.0,0,Natural Science/Medical,0
2807,203,10.0,20,233.0,0,Natural Science/Medical,0
2828,205,12.0,1,214.0,0,Natural Science/Medical,0
2829,205,12.0,2,215.0,0,Natural Science/Medical,0
2830,205,12.0,3,216.0,0,Natural Science/Medical,0
2831,205,12.0,4,217.0,0,Natural Science/Medical,0
2832,205,12.0,5,218.0,0,Natural Science/Medical,0
2833,205,12.0,6,219.0,0,Natural Science/Medical,0
2834,205,12.0,7,220.0,1,Natural Science/Medical,0
2835,205,12.0,8,221.0,1,Natural Science/Medical,0
2836,205,12.0,9,222.0,0,Natural Science/Medical,0
2837,205,12.0,10,223.0,0,Natural Science/Medical,0
2838,205,12.0,11,224.0,0,Natural Science/Medical,0
2839,205,12.0,12,225.0,0,Natural Science/Medical,0
2840,205,12.0,13,226.0,0,Natural Science/Medical,0
2841,205,12.0,14,227.0,0,Natural Science/Medical,0
2842,205,12.0,15,228.0,0,Natural Science/Medical,0
2843,205,12.0,16,229.0,0,Natural Science/Medical,0
2844,205,12.0,17,230.0,0,Natural Science/Medical,0
2845,205,12.0,18,231.0,0,Natural Science/Medical,0
2846,205,12.0,19,232.0,0,Natural Science/Medical,0
2847,205,12.0,20,233.0,0,Natural Science/Medical,0
2868,207,14.0,1,214.0,0,Natural Science/Medical,0
2869,207,14.0,2,215.0,0,Natural Science/Medical,0
2870,207,14.0,3,216.0,0,Natural Science/Medical,0
2871,207,14.0,4,217.0,0,Natural Science/Medical,0
2872,207,14.0,5,218.0,0,Natural Science/Medical,0
2873,207,14.0,6,219.0,1,Natural Science/Medical,0
2874,207,14.0,7,220.0,0,Natural Science/Medical,0
2875,207,14.0,8,221.0,0,Natural Science/Medical,0
2876,207,14.0,9,222.0,0,Natural Science/Medical,0
2877,207,14.0,10,223.0,0,Natural Science/Medical,0
2878,207,14.0,11,224.0,0,Natural Science/Medical,0
2879,207,14.0,12,225.0,0,Natural Science/Medical,0
2880,207,14.0,13,226.0,1,Natural Science/Medical,0
