match,age,field_cd,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1
0,0.771470813,0.038772556,2.613307381,0.03827108,1.884650768,1.538617083,1.027658306,0.860727564,0.117445526,0.468100984,0.154070023,1.213199167,1.108212721,1.789862322,2.362367859,1.744085185,0.273501026,0.230519904,0.651521921,1.562010941,1.97210418,1.587975958,3.138080049,0.603605448,1.676149541,3.622876399
0,1.04405921,0.218585545,1.223906825,0.03827108,1.884650768,0.749834046,1.027658306,0.389777379,1.455392067,0.954280301,1.800527503,0.804047579,0.121546809,0.268450131,0.444617876,0.801622221,0.367038688,0.230519904,2.445757735,0.543002687,0.256071142,0.84405106,0.226308048,0.8085271,0.710099303,0.531039148
0,0.498882415,0.038772556,2.613307381,0.03827108,2.641850242,1.920025604,1.440747164,1.01502985,0.931112869,0.018078332,1.409607998,1.213199167,0.698292878,0.268450131,0.043619914,1.744085185,0.367038688,0.266118616,1.249600526,2.404016393,0.627433696,1.587975958,0.954251048,0.102460826,2.642199779,0.531039148
0,0.04629438,0.038772556,1.918607103,0.03827108,0.37025182,0.77580004,1.027658306,1.01502985,0.931112869,0.504257649,1.018688493,1.622350755,1.108212721,0.238687265,0.444617876,0.330390739,1.007578401,2.217073983,1.249600526,0.543002687,1.229379072,2.331900855,4.59396605,2.220659648,0.255950935,0.531039148
0,0.498882415,0.038772556,1.223906825,0.03827108,0.76554739,0.749834046,0.201480589,1.01502985,0.117445526,0.018078332,2.191447008,0.014255596,0.288373034,1.282724925,1.961369897,0.140840744,1.007578401,0.727158424,3.04383634,2.404016393,1.97210418,3.075825753,1.682194048,0.8085271,0.710099303,2.386141499
0,0.226294017,0.038772556,2.613307381,0.03827108,1.127451294,1.157208561,2.266924881,0.860727564,1.166003922,1.476616282,0.544989528,0.394895991,1.108212721,0.775587528,0.444617876,2.215316667,1.554580453,1.259395655,0.544635288,1.385008139,1.370158803,2.331900855,2.410137049,2.926725922,2.642199779,1.149406598
1,1.04405921,3.049524657,2.613307381,0.03827108,2.263250505,1.538617083,3.506191456,0.860727564,0.641724724,0.990436966,0.154070023,0.014255596,1.928052408,0.775587528,1.246613801,1.744085185,0.91404074,0.727158424,1.84767913,0.543002687,0.115291411,1.587975958,3.86602305,0.8085271,1.676149541,0.531039148
1,1.316647608,3.049524657,1.918607103,0.03827108,1.506051031,1.157208561,3.506191456,0.389777379,0.931112869,0.018078332,0.544989528,0.014255596,1.928052408,0.775587528,0.444617876,2.215316667,1.554580453,0.762757135,0.053443317,0.543002687,1.229379072,1.587975958,2.410137049,0.603605448,2.642199779,1.149406598
0,1.316647608,3.049524657,3.308007658,0.03827108,0.386947653,1.131242568,0.201480589,1.01502985,0.931112869,0.468100984,1.409607998,0.423407184,0.698292878,0.775587528,0.75837601,0.330390739,0.367038688,0.230519904,0.651521921,0.121999962,0.256071142,2.331900855,0.954251048,0.603605448,3.608250016,0.087328302
1,0.04629438,0.038772556,0.244594129,0.03827108,1.207214396,1.881297768,2.32846117,0.306393492,2.588215153,2.898997567,0.240015918,1.915273752,0.907182931,0.238687265,0.046287559,4.903051098,0.975158916,0.369270675,0.053443317,0.630118443,0.424086559,1.179399462,0.442307475,0.217669563,0.111635694,1.960425317
0,0.771470813,0.038772556,1.633994684,0.03827108,1.064384025,1.881297768,1.915372312,0.318858979,1.081739231,0.468100984,0.541823092,0.278667401,0.322576599,1.789862322,3.161696138,1.133199241,0.305920511,1.120644884,0.651521921,2.735132071,0.424086559,1.923324359,1.741521526,1.194462985,0.111635694,0.513044484
0,1.04405921,0.218585545,3.02339524,0.03827108,1.064384025,0.407153361,1.915372312,0.931645964,0.491098362,0.954280301,1.412774434,0.687818989,0.907182931,0.268450131,0.354710403,2.075662205,0.946460225,1.120644884,2.445757735,0.630118443,1.804088763,2.667249257,1.170250475,0.217669563,1.077685932,2.578792767
0,0.498882415,0.038772556,1.633994684,0.03827108,1.821583499,2.262706289,1.502283454,1.556898435,0.033180836,0.018078332,1.021854929,0.278667401,0.087343244,0.268450131,0.755708365,1.133199241,0.946460225,0.624006364,1.249600526,3.577137523,2.175451317,1.923324359,0.442307475,0.488396711,0.854414544,2.578792767
0,0.04629438,0.038772556,2.328694962,0.03827108,0.450014923,1.118480725,1.915372312,1.556898435,0.033180836,0.504257649,0.630935424,0.130484187,0.322576599,0.238687265,0.354710403,2.546893687,1.586999938,3.107198963,1.249600526,0.630118443,0.318638549,1.179399462,3.197407527,1.629802111,2.04373617,2.578792767
0,0.498882415,0.038772556,3.02339524,0.03827108,1.585814133,0.407153361,2.741550029,1.556898435,1.081739231,0.018078332,1.803693939,1.506122164,0.497263088,1.282724925,2.760698176,3.01812517,1.586999938,1.617283404,3.04383634,3.577137523,0.424086559,0.435474564,0.285635525,0.217669563,1.077685932,0.723690416
0,0.226294017,0.038772556,1.633994684,0.03827108,0.307184551,1.499889246,0.676105737,0.318858979,2.130297627,1.476616282,0.932742597,1.096970577,0.322576599,0.775587528,0.354710403,0.661967759,0.975158916,0.369270675,0.544635288,0.211887009,2.918176424,1.179399462,1.013578526,2.335868385,0.854414544,1.960425317
1,1.04405921,3.049524657,1.633994684,0.03827108,1.442983762,1.881297768,0.563160838,0.318858979,1.606018429,0.990436966,0.541823092,1.506122164,1.142416286,0.775587528,0.447285522,1.133199241,0.334619203,1.617283404,1.84767913,0.630118443,1.43272621,1.923324359,2.469464527,0.217669563,0.111635694,2.578792767
1,1.316647608,3.049524657,2.328694962,0.03827108,0.685784288,1.499889246,0.563160838,0.931645964,0.033180836,0.018078332,0.932742597,1.506122164,1.142416286,0.775587528,0.354710403,0.661967759,0.975158916,0.127367845,0.053443317,0.630118443,0.318638549,1.923324359,1.013578526,1.194462985,0.854414544,1.960425317
1,1.316647608,3.049524657,0.939294407,0.03827108,1.207214396,0.788561883,2.741550029,1.556898435,0.033180836,0.468100984,1.021854929,1.915273752,0.087343244,0.775587528,1.557704289,2.546893687,0.946460225,1.120644884,0.651521921,1.051121168,1.804088763,1.179399462,0.442307475,1.194462985,1.820464781,3.197160217
1,0.337160593,0.038772556,1.879056903,0.03827108,0.023185718,1.195936398,0.194136503,0.235475093,1.623921447,1.607195156,2.086502493,2.288240393,1.300000993,0.238687265,0.445951699,1.546219267,0.183684159,1.704458144,0.487180318,0.15196231,0.424086559,2.331900855,0.954251048,0.8085271,0.782256923,1.149406598
1,0.4806046,0.038772556,0.489656348,0.03827108,2.294784139,1.195936398,0.607225361,0.860727564,2.046032937,0.823701427,2.868341503,0.651634042,0.070241463,1.789862322,2.762031998,2.22363259,1.464763586,0.214542585,0.110898286,1.953051318,0.424086559,1.587975958,3.138080049,0.603605448,0.782256923,3.622876399
0,0.753192997,0.218585545,0.899744208,0.03827108,2.294784139,1.092514731,0.607225361,0.389777379,0.473195344,0.33752211,0.913743977,1.06078563,1.300000993,0.268450131,0.044953737,1.281169626,2.1053033,0.214542585,1.9051341,0.15196231,1.804088763,0.84405106,0.226308048,0.8085271,0.183793315,0.531039148
1,0.208016202,0.038772556,0.489656348,0.03827108,3.051983613,1.577344919,1.020314219,1.01502985,0.997474542,1.309880743,1.304663482,0.651634042,0.480161306,0.268450131,0.356044225,2.22363259,2.1053033,0.711181105,0.708976891,2.79505677,2.175451317,1.587975958,0.954251048,0.102460826,1.748307161,0.531039148
1,0.337160593,0.038772556,0.20504393,0.03827108,0.780385191,0.433119355,0.607225361,1.01502985,0.997474542,1.79606006,1.695582987,0.242482454,0.070241463,0.238687265,0.044953737,0.809938144,2.745843013,1.772011494,0.708976891,0.15196231,0.318638549,2.331900855,4.59396605,2.220659648,1.149843553,0.531039148
1,0.208016202,0.038772556,0.899744208,0.03827108,0.355414019,1.092514731,0.218952356,1.01502985,2.046032937,1.309880743,0.522824472,1.879088805,0.89008115,1.282724925,2.361034036,0.338706661,2.745843013,0.282095935,2.503212705,2.79505677,0.424086559,3.075825753,1.682194048,0.8085271,0.183793315,2.386141499
1,0.064572196,0.038772556,0.489656348,0.03827108,1.537584665,0.814527876,1.846491936,0.860727564,3.094591333,2.768418693,3.259261008,1.469937218,0.070241463,0.775587528,0.044953737,2.694864072,0.183684159,1.704458144,1.085258923,0.993967762,2.918176424,2.331900855,2.410137049,2.926725922,1.748307161,1.149406598
1,0.753192997,3.049524657,0.489656348,0.03827108,2.673383876,1.195936398,3.085758511,0.860727564,2.570312135,2.282239377,2.868341503,1.879088805,0.749598224,0.775587528,0.846949662,2.22363259,0.824223872,0.282095935,1.307055495,0.15196231,1.43272621,1.587975958,3.86602305,0.8085271,0.782256923,0.531039148
1,1.025781395,3.049524657,0.20504393,0.03827108,1.916184402,0.814527876,3.085758511,0.389777379,0.997474542,1.309880743,3.259261008,1.879088805,0.749598224,0.775587528,0.044953737,2.694864072,0.183684159,1.207819624,0.487180318,0.15196231,0.318638549,1.587975958,2.410137049,0.603605448,1.748307161,1.149406598
0,1.025781395,3.049524657,1.184356625,0.03827108,0.023185718,1.473923253,0.218952356,1.01502985,0.997474542,0.823701427,1.304663482,2.288240393,0.480161306,0.775587528,1.158040149,0.809938144,2.1053033,0.214542585,0.110898286,0.269040415,1.804088763,2.331900855,0.954251048,0.603605448,2.714357398,0.087328302
1,0.628026807,0.038772556,1.879056903,0.03827108,0.386947653,1.538617083,0.614569448,0.777343679,2.1060683,1.607195156,0.535490219,1.915273752,1.692819054,1.224841979,0.845615838,4.423503693,0.395737379,1.704458144,1.027803954,1.716123817,0.424086559,0.927380728,0.442307475,0.373187975,0.782256923,1.149406598
0,0.189738386,0.038772556,0.489656348,0.03827108,1.884650768,1.538617083,1.027658306,1.40259615,1.563886084,0.823701427,1.317329229,0.278667401,0.463059524,0.803707608,2.362367859,0.653651836,0.885342048,0.214542585,0.42972535,0.388889811,0.424086559,0.183455831,1.741521526,1.785320523,0.782256923,3.622876399
0,0.462326783,0.218585545,0.899744208,0.03827108,1.884650768,0.749834046,1.027658306,0.152091207,0.008951509,0.33752211,0.637268297,0.687818989,1.692819054,0.717704583,0.444617876,1.5961148,1.525881762,0.214542585,1.364510464,1.716123817,1.804088763,0.560469067,1.170250475,0.373187975,0.183793315,0.531039148
0,0.082850012,0.038772556,0.489656348,0.03827108,2.641850242,1.920025604,1.440747164,0.473161264,0.515327689,1.309880743,0.246348792,0.278667401,0.872979367,0.717704583,0.043619914,0.653651836,1.525881762,0.711181105,0.168353255,1.230895263,2.175451317,0.183455831,0.442307475,1.079254249,1.748307161,0.531039148
0,0.628026807,0.038772556,0.20504393,0.03827108,0.37025182,0.77580004,1.027658306,0.473161264,0.515327689,1.79606006,0.144570713,0.130484187,0.463059524,1.224841979,0.444617876,2.067346282,2.166421475,1.772011494,0.168353255,1.716123817,0.318638549,0.927380728,3.197407527,1.038944573,1.149843553,0.531039148
0,0.082850012,0.038772556,0.899744208,0.03827108,0.76554739,0.749834046,0.201480589,0.473161264,1.563886084,1.309880743,1.028187802,1.506122164,1.282899211,0.296570211,1.961369897,2.538577765,2.166421475,0.282095935,1.962589069,1.230895263,0.424086559,1.671305626,0.285635525,0.373187975,0.183793315,2.386141499
0,0.35543841,0.038772556,0.489656348,0.03827108,1.127451294,1.157208561,2.266924881,1.40259615,2.61244448,2.768418693,1.708248734,1.096970577,0.463059524,0.210567186,0.444617876,0.182420354,0.395737379,1.704458144,1.625882559,2.558129269,2.918176424,0.927380728,1.013578526,1.745010847,1.748307161,1.149406598
1,0.462326783,3.049524657,0.489656348,0.03827108,2.263250505,1.538617083,3.506191456,1.40259615,2.088165282,2.282239377,1.317329229,1.506122164,0.356780163,0.210567186,1.246613801,0.653651836,0.244802334,0.282095935,0.766431859,1.716123817,1.43272621,0.183455831,2.469464527,0.373187975,0.782256923,0.531039148
1,0.734915181,3.049524657,0.20504393,0.03827108,1.506051031,1.157208561,3.506191456,0.152091207,0.515327689,1.309880743,1.708248734,1.506122164,0.356780163,0.210567186,0.444617876,0.182420354,0.395737379,1.207819624,1.027803954,1.716123817,0.318638549,0.183455831,1.013578526,1.785320523,1.748307161,1.149406598
0,0.734915181,3.049524657,1.184356625,0.03827108,0.386947653,1.131242568,0.201480589,0.473161264,0.515327689,0.823701427,0.246348792,1.915273752,0.872979367,0.210567186,0.75837601,2.067346282,1.525881762,0.214542585,0.42972535,1.295121092,1.804088763,0.927380728,0.442307475,1.785320523,2.714357398,0.087328302
0,0.91889302,1.951279235,1.171173226,0.03827108,1.207214396,0.174786342,0.646729388,0.777343679,3.552508858,3.32959837,0.14773715,1.169340468,0.121546809,1.224841979,2.044608257,3.464408885,0.975158916,1.259395655,0.487180318,0.15196231,0.424086559,0.225120665,1.140586737,0.217669563,0.111635694,0.40550936
0,0.101127827,1.951279235,0.218227329,0.03827108,1.064384025,0.174786342,0.23364053,1.40259615,0.117445526,0.898701787,0.92957616,0.467265883,1.108212721,0.803707608,1.16337544,0.305442972,0.305920511,0.230519904,0.110898286,1.953051318,0.424086559,0.518804232,1.043242264,1.194462985,0.111635694,2.067960441
0,0.17146057,1.693921134,1.607627885,0.03827108,1.064384025,2.463237471,0.23364053,0.152091207,1.455392067,1.384881104,1.025021366,0.058114295,0.121546809,0.717704583,1.643610295,0.637019992,0.946460225,0.230519904,1.9051341,0.15196231,1.804088763,1.26272913,1.868529737,0.217669563,1.077685932,1.02387681
0,0.373716225,1.951279235,0.218227329,0.03827108,1.821583499,0.206622179,0.179448328,0.473161264,0.931112869,0.412522471,0.634101861,0.467265883,0.698292878,0.717704583,1.242612333,0.305442972,0.946460225,0.266118616,0.708976891,2.79505677,2.175451317,0.518804232,1.140586737,0.488396711,0.854414544,1.02387681
0,0.91889302,1.951279235,0.912927607,0.03827108,0.450014923,0.937603385,0.23364053,0.473161264,0.931112869,0.073656846,0.243182356,0.876417471,1.108212721,1.224841979,1.643610295,1.108251474,1.586999938,2.217073983,0.708976891,0.15196231,0.318638549,0.225120665,2.499128265,1.629802111,2.04373617,1.02387681
0,0.373716225,1.951279235,1.607627885,0.03827108,1.585814133,2.463237471,1.059818247,0.473161264,0.117445526,0.412522471,1.415940871,0.76018888,0.288373034,0.296570211,0.762377478,1.579482957,1.586999938,0.727158424,2.503212705,2.79505677,0.424086559,0.969045563,0.412643737,0.217669563,1.077685932,0.831225541
0,0.646304623,1.951279235,0.218227329,0.03827108,0.307184551,0.556194864,1.005626045,1.40259615,1.166003922,1.046015479,1.320495665,0.351037293,1.108212721,0.210567186,1.643610295,0.776674454,0.975158916,1.259395655,1.085258923,0.993967762,2.918176424,0.225120665,0.315299264,2.335868385,0.854414544,0.40550936
1,0.17146057,1.137017978,0.218227329,0.03827108,1.442983762,0.174786342,2.24489262,1.40259615,0.641724724,0.559836163,0.92957616,0.76018888,1.928052408,0.210567186,2.44560622,0.305442972,0.334619203,0.727158424,1.307055495,0.15196231,1.43272621,0.518804232,1.771185265,0.217669563,0.111635694,1.02387681
1,0.444048968,1.137017978,0.912927607,0.03827108,0.685784288,0.556194864,2.24489262,0.152091207,0.931112869,0.412522471,1.320495665,0.76018888,1.928052408,0.210567186,1.643610295,0.776674454,0.975158916,0.762757135,0.487180318,0.15196231,0.318638549,0.518804232,0.315299264,1.194462985,0.854414544,0.40550936
0,0.444048968,1.137017978,0.476472948,0.03827108,1.207214396,2.844645993,1.059818247,0.473161264,0.931112869,0.898701787,0.634101861,1.169340468,0.698292878,0.210567186,0.440616409,1.108251474,0.946460225,0.230519904,0.110898286,0.269040415,1.804088763,0.225120665,1.140586737,1.194462985,1.820464781,1.64224426
0,2.373224085,3.317355435,2.586940581,0.937988283,0.797081025,0.174786342,0.614569448,0.777343679,3.552508858,2.468396763,0.240015918,0.050440543,0.51436487,0.747467448,2.444272397,3.464408885,0.395737379,1.259395655,1.027803954,1.716123817,0.811090964,0.927380728,0.442307475,0.964045513,0.111635694,1.442119998
0,1.555458892,3.317355435,1.197540026,0.937988283,1.474517396,0.174786342,1.027658306,1.40259615,0.117445526,0.03750018,0.541823092,1.586165808,0.71539466,2.776017035,0.7637113,0.305442972,0.885342048,0.230519904,0.42972535,0.388889811,0.811090964,0.183455831,1.741521526,2.376178061,0.111635694,1.031349803
0,1.282870495,3.059997334,0.19186053,0.937988283,1.474517396,2.463237471,1.027658306,0.152091207,1.455392067,0.523679497,1.412774434,1.17701422,0.51436487,1.254604844,2.043274435,0.637019992,1.525881762,0.230519904,1.364510464,1.716123817,1.417084358,0.560469067,1.170250475,0.964045513,1.077685932,2.060487448
0,1.82804729,3.317355435,1.197540026,0.937988283,2.23171687,0.206622179,1.440747164,0.473161264,0.931112869,0.448679136,1.021854929,1.586165808,0.305474817,1.254604844,1.642276473,0.305442972,1.525881762,0.266118616,0.168353255,1.230895263,1.788446912,0.183455831,0.442307475,1.670111787,0.854414544,2.060487448
0,2.373224085,3.317355435,0.502839748,0.937988283,0.039881552,0.937603385,1.027658306,0.473161264,0.931112869,0.934858453,0.630935424,1.995317396,0.71539466,0.747467448,2.043274435,1.108251474,2.166421475,2.217073983,0.168353255,1.716123817,0.068365856,0.927380728,3.197407527,0.448087035,2.04373617,2.060487448
0,1.82804729,3.317355435,0.19186053,0.937988283,1.175680762,2.463237471,0.201480589,0.473161264,0.117445526,0.448679136,1.803693939,0.358711045,0.104445027,2.268879638,0.362713338,1.579482957,2.166421475,0.727158424,1.962589069,1.230895263,0.811090964,1.671305626,0.285635525,0.964045513,1.077685932,0.205385097
0,2.100635688,3.317355435,1.197540026,0.937988283,0.717317922,0.556194864,2.266924881,1.40259615,1.166003922,1.907217086,0.932742597,0.767862632,0.71539466,1.761742241,2.043274435,0.776674454,0.395737379,1.259395655,1.625882559,2.558129269,2.531172019,0.927380728,1.013578526,1.154153309,0.854414544,1.442119998
0,1.282870495,0.229058222,1.197540026,0.937988283,1.853117133,0.174786342,3.506191456,1.40259615,0.641724724,1.42103777,0.541823092,0.358711045,1.535234347,1.761742241,2.84527036,0.305442972,0.244802334,0.727158424,0.766431859,1.716123817,1.045721805,0.183455831,2.469464527,0.964045513,0.111635694,2.060487448
1,1.010282097,0.229058222,0.502839748,0.937988283,1.095917659,0.556194864,3.506191456,0.152091207,0.931112869,0.448679136,0.932742597,0.358711045,1.535234347,1.761742241,2.043274435,0.776674454,0.395737379,0.762757135,1.027803954,1.716123817,0.068365856,0.183455831,1.013578526,2.376178061,0.854414544,1.442119998
0,1.010282097,0.229058222,1.892240303,0.937988283,0.797081025,2.844645993,0.201480589,0.473161264,0.931112869,0.03750018,1.021854929,0.050440543,0.305474817,1.761742241,0.840280549,1.108251474,1.525881762,0.230519904,0.42972535,1.295121092,1.417084358,0.927380728,0.442307475,2.376178061,1.820464781,2.678854898
0,1.500625446,1.951279235,0.463289548,0.03827108,2.02748114,0.853255713,1.067162334,0.306393492,2.1060683,1.607195156,0.240015918,0.796373826,1.056907375,0.238687265,0.35337658,1.546219267,0.395737379,3.039645613,1.56842759,1.716123817,0.424086559,0.225120665,0.255971786,0.964045513,0.111635694,1.149406598
0,0.682860253,1.951279235,0.926111007,0.03827108,0.244117281,0.853255713,0.654073476,0.318858979,1.563886084,0.823701427,0.541823092,0.840232525,2.286666905,1.789862322,3.561360277,2.22363259,0.885342048,1.549730054,0.970348986,0.388889811,0.424086559,0.518804232,2.439800787,2.376178061,0.111635694,3.622876399
0,0.410271856,1.693921134,2.315511563,0.03827108,0.244117281,1.435195416,0.654073476,0.931645964,0.008951509,0.33752211,1.412774434,0.431080937,1.056907375,0.268450131,0.754374542,1.281169626,1.525881762,1.549730054,0.823886828,1.716123817,1.804088763,1.26272913,0.471971214,0.964045513,1.077685932,0.531039148
0,0.955448651,1.951279235,0.926111007,0.03827108,1.001316755,1.234664234,0.240984618,1.556898435,0.515327689,1.309880743,1.021854929,0.840232525,1.876747062,0.268450131,1.155372504,2.22363259,1.525881762,2.046368574,0.372270381,1.230895263,2.175451317,0.518804232,0.255971786,1.670111787,0.854414544,0.531039148
0,1.500625446,1.951279235,1.620811285,0.03827108,1.270281667,0.09043867,0.654073476,1.556898435,0.515327689,1.79606006,0.630935424,1.249384113,2.286666905,0.238687265,0.754374542,0.809938144,2.166421475,0.436824025,0.372270381,1.716123817,0.318638549,0.225120665,3.895686788,0.448087035,2.04373617,0.531039148
0,0.955448651,1.951279235,2.315511563,0.03827108,2.406080877,1.435195416,1.480251193,1.556898435,1.563886084,1.309880743,1.803693939,0.387222238,1.466827218,1.282724925,3.160362315,0.338706661,2.166421475,1.053091534,1.421965433,1.230895263,0.424086559,0.969045563,0.983914786,0.964045513,1.077685932,2.386141499
0,1.228037049,1.951279235,0.926111007,0.03827108,0.513082193,0.471847191,0.585193099,0.318858979,2.61244448,2.768418693,0.932742597,0.021929349,2.286666905,0.775587528,0.754374542,2.694864072,0.395737379,3.039645613,2.166506195,2.558129269,2.918176424,0.225120665,1.711857787,1.154153309,0.854414544,1.149406598
1,0.410271856,1.137017978,0.926111007,0.03827108,0.622717018,0.853255713,1.824459674,0.318858979,2.088165282,2.282239377,0.541823092,0.387222238,3.106506592,0.775587528,0.047621383,2.22363259,0.244802334,1.053091534,0.225808223,1.716123817,1.43272621,0.518804232,3.167743788,0.964045513,0.111635694,0.531039148
0,0.137683458,1.137017978,1.620811285,0.03827108,0.134482456,0.471847191,1.824459674,0.931645964,0.515327689,1.309880743,0.932742597,0.387222238,3.106506592,0.775587528,0.754374542,2.694864072,0.395737379,2.543007093,1.56842759,1.716123817,0.318638549,0.518804232,1.711857787,2.376178061,0.854414544,1.149406598
0,0.137683458,1.137017978,0.23141073,0.03827108,2.02748114,1.816603938,1.480251193,1.556898435,0.515327689,0.823701427,1.021854929,0.796373826,1.876747062,0.775587528,1.957368428,0.809938144,1.525881762,1.549730054,0.970348986,1.295121092,1.804088763,0.225120665,0.255971786,2.376178061,1.820464781,0.087328302
1,1.791491659,1.951279235,4.002707936,0.03827108,0.023185718,2.566659139,1.035002394,0.848262077,2.588215153,2.468396763,0.535490219,1.915273752,1.692819054,1.224841979,2.843936536,0.587124459,1.554580453,1.259395655,1.027803954,0.239078066,3.907126207,3.034160919,1.140586737,1.399384638,1.676149541,1.667711917
1,0.973726466,1.951279235,2.613307381,0.03827108,2.294784139,2.566659139,1.448091252,0.223009606,1.081739231,0.03750018,1.317329229,0.278667401,0.463059524,0.803707608,0.364047161,3.182727398,0.273501026,0.230519904,0.42972535,2.344091694,3.907126207,2.290236022,1.043242264,0.01274791,1.676149541,4.141181718
0,0.701138069,1.693921134,1.223906825,0.03827108,2.294784139,0.27820801,1.448091252,1.473514549,0.491098362,0.523679497,0.637268297,0.687818989,1.692819054,0.717704583,2.442938574,2.240264434,0.367038688,0.230519904,1.364510464,0.239078066,1.678950885,1.546311124,1.868529737,1.399384638,0.710099303,1.049344467
1,1.246314864,1.951279235,2.613307381,0.03827108,3.051983613,2.94806766,1.86118011,2.09876702,0.033180836,0.448679136,0.246348792,0.278667401,0.872979367,0.717704583,2.041940612,3.182727398,0.367038688,0.266118616,0.168353255,3.186097146,1.307588331,2.290236022,1.140586737,0.693318364,2.642199779,1.049344467
1,1.791491659,1.951279235,1.918607103,0.03827108,0.780385191,1.803842096,1.448091252,2.09876702,0.033180836,0.934858453,0.144570713,0.130484187,0.463059524,1.224841979,2.442938574,1.769032952,1.007578401,2.217073983,0.168353255,0.239078066,3.164401099,3.034160919,2.499128265,2.811517186,0.255950935,1.049344467
1,1.246314864,1.951279235,1.223906825,0.03827108,0.355414019,0.27820801,0.621913535,2.09876702,1.081739231,0.448679136,1.028187802,1.506122164,1.282899211,0.296570211,0.036950801,1.297801469,1.007578401,0.727158424,1.962589069,3.186097146,3.907126207,3.778085817,0.412643737,1.399384638,0.710099303,2.904446818
1,1.518903262,1.951279235,2.613307381,0.03827108,1.537584665,2.185250617,2.687357827,0.223009606,2.130297627,1.907217086,1.708248734,1.096970577,0.463059524,0.210567186,2.442938574,3.65395888,1.554580453,1.259395655,1.625882559,0.602927386,0.564863224,3.034160919,0.315299264,3.51758346,2.642199779,1.667711917
